rent_id,property_id,client_id,agent_id,owner_id,rent_amount,commission_rate,commission_amount,commission_payment_method,commission_payment_date,agreement_date,rent_start_date,rent_end_date,terms,rent_months
333,2315,1031,26,1305,2940.0,0.1,4998.0,Cash,2024-08-24,8/11/2024,2024-08-23,2026-01-15,Lease agreement for House in TX for 17 months. Condition: Fair.,17
334,1180,1447,149,1502,7850.0,0.1,10990.0,Credit Card,2024-11-19,10/31/2024,2024-11-27,2026-01-21,Lease agreement for Villa in TX for 14 months. Condition: Good.,14
335,2372,969,144,506,11920.0,0.1,42912.0,Credit Card,2024-10-18,8/12/2024,2024-08-13,2027-07-29,Lease agreement for Villa in TX for 36 months. Condition: Good.,36
336,342,1141,176,317,4070.0,0.1,9361.0,Bank Transfer,2023-12-22,1/31/2023,2023-02-12,2025-01-02,Lease agreement for Apartment in NY for 23 months. Condition: Good.,23
337,1461,463,78,1236,2990.0,0.05,897.0,Credit Card,2024-11-20,11/5/2024,2024-11-16,2025-05-15,Lease agreement for Office in IL for 6 months. Condition: Good.,6
338,2266,1211,155,1212,6410.0,0.1,17307.0,Bank Transfer,2024-09-07,9/26/2023,2023-10-06,2025-12-24,Lease agreement for Office in NY for 27 months. Condition: Fair.,27
339,826,536,16,309,2380.0,0.1,3570.0,Bank Transfer,2024-06-13,6/9/2024,2024-06-18,2025-09-11,Lease agreement for Apartment in TX for 15 months. Condition: Good.,15
340,941,1517,45,71,2000.0,0.05,800.0,Cash,2024-11-25,11/15/2024,2024-12-10,2025-08-07,Lease agreement for Office in FL for 8 months. Condition: Fair.,8
341,1290,99,35,236,11050.0,0.1,23205.0,Credit Card,2024-12-29,12/28/2024,2025-01-08,2026-09-30,Lease agreement for Villa in TX for 21 months. Condition: Good.,21
342,1443,736,3,683,3010.0,0.05,2107.0,Credit Card,2024-01-30,9/15/2022,2022-09-19,2023-11-13,Lease agreement for Apartment in FL for 14 months. Condition: Good.,14
343,1097,932,189,503,6690.0,0.1,24084.0,Bank Transfer,2024-10-31,8/23/2024,2024-09-13,2027-08-29,Lease agreement for Villa in TX for 36 months. Condition: Good.,36
344,1182,1831,19,92,4230.0,0.1,8460.0,Cash,2024-05-17,3/8/2024,2024-04-06,2025-11-27,Lease agreement for Office in NY for 20 months. Condition: Fair.,20
345,2262,2016,244,1631,1240.0,0.05,1426.0,Credit Card,2024-08-10,3/8/2024,2024-03-28,2026-02-16,Lease agreement for Studio in IL for 23 months. Condition: Good.,23
346,807,783,46,185,1390.0,0.1,2502.0,Credit Card,2021-11-29,3/4/2021,2021-03-25,2022-09-16,Lease agreement for Studio in IL for 18 months. Condition: Good.,18
347,692,87,180,1026,3100.0,0.05,4650.0,Bank Transfer,2024-12-27,12/22/2024,2025-01-04,2027-06-23,Lease agreement for Apartment in CA for 30 months. Condition: Good.,30
348,981,1930,215,1609,3860.0,0.05,1544.0,Bank Transfer,2024-05-11,4/23/2024,2024-05-20,2025-01-15,Lease agreement for Apartment in NY for 8 months. Condition: Fair.,8
349,1249,163,26,941,1600.0,0.1,2240.0,Bank Transfer,2024-12-08,5/26/2024,2024-06-08,2025-08-02,Lease agreement for Studio in FL for 14 months. Condition: Fair.,14
350,2492,144,67,91,3190.0,0.1,3190.0,Credit Card,2023-06-01,5/8/2023,2023-06-07,2024-04-02,Lease agreement for Office in TX for 10 months. Condition: Fair.,10
351,2001,243,2,4,2420.0,0.1,4840.0,Bank Transfer,2023-05-18,11/2/2021,2021-11-08,2023-07-01,Lease agreement for Office in NY for 20 months. Condition: Fair.,20
352,1471,517,46,601,13790.0,0.05,15858.5,Bank Transfer,2024-11-08,10/15/2024,2024-11-08,2026-09-29,Lease agreement for Villa in NY for 23 months. Condition: Good.,23
353,2990,708,46,708,3060.0,0.05,3519.0,Cash,2024-12-09,6/5/2024,2024-07-04,2026-05-25,Lease agreement for Office in NY for 23 months. Condition: Good.,23
354,791,1585,36,134,4510.0,0.05,6539.5,Credit Card,2024-11-01,9/3/2021,2021-10-03,2024-02-20,Lease agreement for House in NY for 29 months. Condition: Good.,29
355,259,365,206,333,6520.0,0.1,23472.0,Bank Transfer,2024-07-10,4/19/2024,2024-05-01,2027-04-16,Lease agreement for Villa in FL for 36 months. Condition: Poor.,36
356,400,1645,28,1324,3940.0,0.1,13396.0,Credit Card,2023-07-31,5/18/2023,2023-05-26,2026-03-11,Lease agreement for House in IL for 34 months. Condition: Good.,34
357,638,1837,12,39,2810.0,0.05,1405.0,Bank Transfer,2024-12-28,3/2/2024,2024-03-14,2025-01-08,Lease agreement for Office in CA for 10 months. Condition: Poor.,10
358,2900,1962,132,630,2050.0,0.05,3485.0,Credit Card,2024-07-01,4/24/2023,2023-05-06,2026-02-19,Lease agreement for Office in IL for 34 months. Condition: Good.,34
359,2999,1735,244,1497,5100.0,0.05,2805.0,Cash,2024-04-19,8/24/2023,2023-09-13,2024-08-08,Lease agreement for Office in TX for 11 months. Condition: Good.,11
360,658,287,149,437,2720.0,0.05,1768.0,Bank Transfer,2024-11-04,8/7/2022,2022-08-27,2023-09-21,Lease agreement for Apartment in FL for 13 months. Condition: Fair.,13
361,863,1736,104,517,4150.0,0.1,14940.0,Cash,2024-12-24,11/22/2024,2024-12-15,2027-11-30,Lease agreement for Office in NY for 36 months. Condition: Poor.,36
362,921,829,240,482,4020.0,0.1,4020.0,Credit Card,2024-04-07,9/14/2022,2022-10-07,2023-08-03,Lease agreement for Office in TX for 10 months. Condition: Fair.,10
363,834,1142,197,1692,5950.0,0.05,5057.5,Bank Transfer,2024-02-23,12/25/2023,2024-01-14,2025-06-07,Lease agreement for Villa in TX for 17 months. Condition: Good.,17
364,2173,2003,28,1712,1330.0,0.05,997.5,Cash,2024-12-19,9/23/2024,2024-10-17,2026-01-10,Lease agreement for Apartment in TX for 15 months. Condition: Poor.,15
365,2139,1667,167,159,1860.0,0.05,1116.0,Cash,2024-10-12,10/10/2024,2024-10-18,2025-10-13,Lease agreement for Office in IL for 12 months. Condition: Poor.,12
366,188,1617,72,237,4250.0,0.05,6587.5,Bank Transfer,2024-12-03,4/15/2024,2024-05-02,2026-11-18,Lease agreement for Office in IL for 31 months. Condition: Good.,31
367,2580,709,162,445,6860.0,0.05,6517.0,Bank Transfer,2024-11-16,10/17/2024,2024-10-25,2026-05-18,Lease agreement for Villa in TX for 19 months. Condition: Good.,19
368,2102,1410,184,80,8610.0,0.05,12915.0,Bank Transfer,2024-11-19,11/17/2024,2024-12-01,2027-05-20,Lease agreement for Villa in IL for 30 months. Condition: Good.,30
369,1245,1172,160,550,3520.0,0.1,9504.0,Bank Transfer,2024-10-10,7/13/2023,2023-08-03,2025-10-21,Lease agreement for House in FL for 27 months. Condition: Good.,27
370,1706,1897,244,233,8150.0,0.1,24450.0,Bank Transfer,2024-02-11,9/17/2021,2021-10-09,2024-03-27,Lease agreement for Villa in TX for 30 months. Condition: Fair.,30
371,1960,1784,96,455,8150.0,0.05,11817.5,Bank Transfer,2024-11-07,7/30/2024,2024-08-23,2027-01-10,Lease agreement for House in FL for 29 months. Condition: Good.,29
372,2465,1127,124,1381,5980.0,0.1,15548.0,Bank Transfer,2024-09-25,12/5/2023,2023-12-28,2026-02-15,Lease agreement for Villa in IL for 26 months. Condition: Poor.,26
373,1931,1143,85,1415,660.0,0.1,1914.0,Credit Card,2024-05-15,11/11/2023,2023-11-14,2026-04-02,Lease agreement for Studio in TX for 29 months. Condition: Poor.,29
374,645,753,93,482,6140.0,0.1,19648.0,Cash,2023-02-02,8/27/2022,2022-09-04,2025-04-21,Lease agreement for House in NY for 32 months. Condition: Fair.,32
375,634,896,233,1078,5780.0,0.05,3757.0,Bank Transfer,2024-02-26,11/28/2023,2023-12-06,2024-12-30,Lease agreement for Office in CA for 13 months. Condition: Fair.,13
376,1524,1794,14,922,6100.0,0.05,3050.0,Credit Card,2024-10-18,4/28/2024,2024-05-16,2025-03-12,Lease agreement for House in CA for 10 months. Condition: Good.,10
377,2846,1956,89,114,8570.0,0.05,6427.5,Credit Card,2024-12-05,7/27/2024,2024-08-11,2025-11-04,Lease agreement for House in CA for 15 months. Condition: Good.,15
378,1056,2048,17,306,5950.0,0.1,14280.0,Credit Card,2024-06-16,5/28/2024,2024-05-31,2026-05-21,Lease agreement for Apartment in NY for 24 months. Condition: Good.,24
379,1644,1358,14,1373,1270.0,0.1,3302.0,Cash,2023-08-06,6/25/2023,2023-07-08,2025-08-26,Lease agreement for Studio in TX for 26 months. Condition: Fair.,26
380,606,51,53,585,3690.0,0.05,4428.0,Bank Transfer,2024-12-18,10/12/2024,2024-10-30,2026-10-20,Lease agreement for Apartment in FL for 24 months. Condition: Good.,24
381,727,1174,32,409,1650.0,0.05,2062.5,Credit Card,2024-02-09,5/26/2023,2023-06-15,2025-07-04,Lease agreement for Studio in TX for 25 months. Condition: Good.,25
382,785,1993,73,383,3240.0,0.05,5670.0,Bank Transfer,2024-09-20,8/27/2024,2024-09-23,2027-08-09,Lease agreement for Apartment in FL for 35 months. Condition: Fair.,35
383,2677,1104,28,201,2460.0,0.1,7134.0,Bank Transfer,2024-03-31,1/16/2024,2024-02-13,2026-07-02,Lease agreement for Office in TX for 29 months. Condition: Fair.,29
384,127,1206,95,239,3520.0,0.05,3696.0,Credit Card,2024-11-11,8/29/2024,2024-09-26,2026-06-18,Lease agreement for Office in TX for 21 months. Condition: Good.,21
385,955,1221,180,1615,9340.0,0.1,7472.0,Bank Transfer,2024-10-06,2/17/2024,2024-02-27,2024-10-24,Lease agreement for Villa in FL for 8 months. Condition: Good.,8
386,2828,1794,82,567,7690.0,0.1,15380.0,Credit Card,2024-12-20,3/12/2024,2024-04-03,2025-11-24,Lease agreement for Villa in IL for 20 months. Condition: Good.,20
387,964,1585,147,335,3370.0,0.05,4718.0,Credit Card,2024-12-29,12/28/2024,2025-01-23,2027-05-13,Lease agreement for Apartment in IL for 28 months. Condition: Good.,28
388,1932,667,78,855,7280.0,0.05,4004.0,Bank Transfer,2024-10-23,2/27/2024,2024-03-18,2025-02-11,Lease agreement for Villa in FL for 11 months. Condition: Fair.,11
389,2924,410,232,1366,5750.0,0.05,1725.0,Credit Card,2024-12-22,12/7/2024,2024-12-31,2025-06-29,Lease agreement for Office in CA for 6 months. Condition: Good.,6
390,1943,1250,203,350,6450.0,0.05,10642.5,Credit Card,2023-04-27,12/3/2021,2021-12-18,2024-09-03,Lease agreement for Office in NY for 33 months. Condition: Good.,33
391,2718,890,205,248,2230.0,0.1,5129.0,Cash,2024-10-02,8/11/2024,2024-08-22,2026-07-13,Lease agreement for Apartment in IL for 23 months. Condition: Good.,23
392,1536,47,67,1282,5030.0,0.1,3018.0,Bank Transfer,2023-04-03,7/4/2022,2022-07-12,2023-01-08,Lease agreement for Office in FL for 6 months. Condition: Good.,6
393,742,998,73,572,6090.0,0.05,5785.5,Bank Transfer,2024-12-16,12/10/2024,2024-12-30,2026-07-23,Lease agreement for House in CA for 19 months. Condition: Poor.,19
394,1132,64,132,1425,840.0,0.1,1260.0,Cash,2024-05-15,12/2/2021,2021-12-17,2023-03-12,Lease agreement for Studio in IL for 15 months. Condition: Poor.,15
395,1083,1813,12,1215,970.0,0.05,1455.0,Cash,2023-08-21,12/15/2022,2023-01-01,2025-06-19,Lease agreement for Studio in IL for 30 months. Condition: Good.,30
396,1313,529,197,42,6210.0,0.05,7762.5,Bank Transfer,2024-03-04,12/6/2023,2024-01-01,2026-01-20,Lease agreement for Villa in FL for 25 months. Condition: Fair.,25
397,1566,1925,244,434,6990.0,0.05,10135.5,Bank Transfer,2024-02-18,1/14/2024,2024-01-22,2026-06-10,Lease agreement for Villa in IL for 29 months. Condition: Fair.,29
398,2382,870,53,436,1050.0,0.1,630.0,Bank Transfer,2024-08-19,8/19/2024,2024-08-31,2025-02-27,Lease agreement for Studio in FL for 6 months. Condition: Good.,6
399,2168,455,182,761,3330.0,0.05,2331.0,Bank Transfer,2023-05-30,7/13/2022,2022-08-05,2023-09-29,Lease agreement for Office in NY for 14 months. Condition: Fair.,14
400,2042,655,188,1467,12090.0,0.1,35061.0,Credit Card,2023-08-25,11/8/2022,2022-11-20,2025-04-08,Lease agreement for Villa in CA for 29 months. Condition: Good.,29
401,895,1850,226,279,3430.0,0.05,1029.0,Bank Transfer,2024-01-24,9/9/2023,2023-10-05,2024-04-02,Lease agreement for Apartment in IL for 6 months. Condition: Good.,6
402,2249,1794,182,1472,7740.0,0.05,8514.0,Bank Transfer,2022-03-17,6/7/2021,2021-06-28,2023-04-19,Lease agreement for Villa in TX for 22 months. Condition: Good.,22
403,1181,109,82,1460,3360.0,0.1,4368.0,Bank Transfer,2023-09-17,8/19/2023,2023-08-28,2024-09-21,Lease agreement for House in FL for 13 months. Condition: Poor.,13
404,729,1388,240,444,750.0,0.1,1650.0,Bank Transfer,2024-09-20,8/28/2024,2024-09-06,2026-06-28,Lease agreement for Studio in IL for 22 months. Condition: Poor.,22
405,2724,592,132,364,6080.0,0.1,5472.0,Bank Transfer,2024-10-02,6/1/2024,2024-06-18,2025-03-15,Lease agreement for House in FL for 9 months. Condition: Good.,9
406,704,980,159,289,4090.0,0.05,4499.0,Credit Card,2024-11-28,11/3/2024,2024-11-13,2026-09-04,Lease agreement for House in IL for 22 months. Condition: Good.,22
407,2291,1995,16,1092,8160.0,0.05,14280.0,Credit Card,2024-12-28,12/20/2024,2025-01-13,2027-11-29,Lease agreement for Villa in IL for 35 months. Condition: Fair.,35
408,178,1731,30,1412,2800.0,0.05,2100.0,Bank Transfer,2023-05-25,9/3/2021,2021-09-28,2022-12-22,Lease agreement for Office in IL for 15 months. Condition: Good.,15
409,267,298,214,392,3800.0,0.1,5700.0,Cash,2021-11-03,11/28/2020,2020-12-11,2022-03-06,Lease agreement for Office in CA for 15 months. Condition: Fair.,15
410,2185,1826,214,100,17250.0,0.1,55200.0,Cash,2024-07-20,7/17/2024,2024-08-01,2027-03-19,Lease agreement for Villa in CA for 32 months. Condition: Fair.,32
411,32,683,157,92,4630.0,0.05,6250.5,Credit Card,2022-11-01,4/22/2022,2022-05-05,2024-07-23,Lease agreement for Apartment in FL for 27 months. Condition: Good.,27
412,1208,543,108,1588,5810.0,0.1,9296.0,Bank Transfer,2024-12-23,12/8/2024,2024-12-29,2026-04-23,Lease agreement for House in CA for 16 months. Condition: Good.,16
413,389,1006,97,1267,3030.0,0.1,6969.0,Bank Transfer,2024-09-13,4/28/2024,2024-05-11,2026-04-01,Lease agreement for Apartment in IL for 23 months. Condition: Good.,23
414,1921,463,179,1489,2990.0,0.1,5681.0,Cash,2024-08-30,5/4/2024,2024-05-28,2025-12-19,Lease agreement for Office in IL for 19 months. Condition: Good.,19
415,2740,1094,60,276,1870.0,0.05,1496.0,Credit Card,2024-09-08,8/9/2024,2024-08-31,2025-12-24,Lease agreement for Studio in CA for 16 months. Condition: Fair.,16
416,597,1446,214,1334,4350.0,0.05,4785.0,Cash,2024-06-22,6/19/2024,2024-07-11,2026-05-02,Lease agreement for House in IL for 22 months. Condition: Good.,22
417,1493,1177,162,370,6670.0,0.1,8671.0,Bank Transfer,2024-10-14,1/8/2024,2024-01-26,2025-02-19,Lease agreement for House in NY for 13 months. Condition: Fair.,13
418,1773,182,123,1544,8360.0,0.05,15048.0,Credit Card,2024-08-20,6/17/2024,2024-07-02,2027-06-17,Lease agreement for Villa in IL for 36 months. Condition: Good.,36
419,1501,1335,78,996,3920.0,0.05,3920.0,Bank Transfer,2024-09-18,8/26/2024,2024-09-17,2026-05-10,Lease agreement for House in FL for 20 months. Condition: Fair.,20
420,2448,1751,152,938,1840.0,0.1,1840.0,Bank Transfer,2024-12-11,11/23/2024,2024-12-03,2025-09-29,Lease agreement for Studio in NY for 10 months. Condition: Good.,10
421,1556,1715,104,331,7230.0,0.05,3615.0,Credit Card,2024-04-13,4/6/2024,2024-04-13,2025-02-07,Lease agreement for Office in CA for 10 months. Condition: Good.,10
422,738,1888,17,653,4400.0,0.05,6600.0,Bank Transfer,2024-03-21,6/29/2023,2023-06-30,2025-12-16,Lease agreement for House in FL for 30 months. Condition: Good.,30
423,799,418,62,247,3650.0,0.1,12045.0,Bank Transfer,2024-11-18,1/28/2024,2024-02-12,2026-10-29,Lease agreement for Apartment in TX for 33 months. Condition: Good.,33
424,291,1452,157,1191,2620.0,0.05,1179.0,Bank Transfer,2022-11-01,1/2/2022,2022-01-08,2022-10-05,Lease agreement for Office in NY for 9 months. Condition: Fair.,9
425,864,1522,168,336,1700.0,0.05,3060.0,Credit Card,2024-03-24,12/30/2023,2024-01-19,2027-01-03,Lease agreement for Studio in FL for 36 months. Condition: Good.,36
426,650,104,219,564,2290.0,0.05,2633.5,Bank Transfer,2024-11-29,11/15/2024,2024-12-08,2026-10-29,Lease agreement for Office in TX for 23 months. Condition: Good.,23
427,2420,1674,240,1217,2090.0,0.05,1776.5,Credit Card,2024-08-13,1/16/2024,2024-01-23,2025-06-16,Lease agreement for Studio in NY for 17 months. Condition: Good.,17
428,1935,907,103,377,1070.0,0.05,1230.5,Credit Card,2024-08-19,7/1/2024,2024-07-15,2026-06-05,Lease agreement for Studio in TX for 23 months. Condition: Good.,23
429,294,1937,36,570,18490.0,0.1,31433.0,Credit Card,2024-12-23,3/1/2024,2024-03-30,2025-08-22,Lease agreement for Villa in CA for 17 months. Condition: Good.,17
430,1527,1373,13,1419,1970.0,0.1,3152.0,Cash,2022-03-19,10/27/2020,2020-11-23,2022-03-18,Lease agreement for Studio in CA for 16 months. Condition: Good.,16
431,2653,76,240,633,9040.0,0.05,7684.0,Credit Card,2023-10-13,4/30/2023,2023-05-10,2024-10-01,Lease agreement for Villa in NY for 17 months. Condition: Poor.,17
432,1806,1862,157,589,6390.0,0.05,3195.0,Cash,2023-09-14,4/15/2023,2023-05-12,2024-03-07,Lease agreement for Office in CA for 10 months. Condition: Fair.,10
433,292,549,194,474,9210.0,0.05,12894.0,Bank Transfer,2024-12-26,12/26/2024,2024-12-27,2027-04-16,Lease agreement for Villa in CA for 28 months. Condition: Fair.,28
434,2619,1200,4,1546,2500.0,0.1,7500.0,Cash,2023-05-23,2/2/2023,2023-02-20,2025-08-08,Lease agreement for House in IL for 30 months. Condition: Fair.,30
435,2294,1581,184,1554,3160.0,0.05,4266.0,Cash,2024-12-30,11/24/2024,2024-12-08,2027-02-26,Lease agreement for Apartment in CA for 27 months. Condition: Fair.,27
436,523,1183,157,445,6300.0,0.05,3150.0,Cash,2024-12-29,11/26/2024,2024-12-06,2025-10-02,Lease agreement for Office in NY for 10 months. Condition: Good.,10
437,1173,1869,46,1132,2370.0,0.05,1422.0,Bank Transfer,2024-09-29,8/27/2024,2024-09-11,2025-09-06,Lease agreement for Studio in NY for 12 months. Condition: Good.,12
438,615,1656,44,54,1050.0,0.1,840.0,Cash,2024-12-26,9/20/2024,2024-09-26,2025-05-24,Lease agreement for Studio in FL for 8 months. Condition: Good.,8
439,718,803,26,1754,7250.0,0.1,13050.0,Bank Transfer,2022-06-23,4/8/2022,2022-04-16,2023-10-08,Lease agreement for Villa in CA for 18 months. Condition: Poor.,18
440,2922,1074,180,858,3810.0,0.1,11811.0,Cash,2024-11-18,3/22/2024,2024-04-02,2026-10-19,Lease agreement for Apartment in TX for 31 months. Condition: Good.,31
441,919,983,67,591,4230.0,0.05,5076.0,Bank Transfer,2024-08-13,12/25/2023,2024-01-08,2025-12-28,Lease agreement for House in IL for 24 months. Condition: Good.,24
442,720,680,52,503,12420.0,0.1,28566.0,Cash,2024-12-17,12/11/2024,2024-12-12,2026-11-02,Lease agreement for Villa in IL for 23 months. Condition: Good.,23
443,1332,1409,205,1064,6910.0,0.05,9328.5,Credit Card,2024-12-29,12/5/2024,2024-12-14,2027-03-04,Lease agreement for Villa in TX for 27 months. Condition: Good.,27
444,667,1714,78,187,1600.0,0.05,2320.0,Bank Transfer,2024-12-09,9/28/2024,2024-10-06,2027-02-23,Lease agreement for Office in NY for 29 months. Condition: Poor.,29
445,2596,1953,82,1261,3350.0,0.1,9045.0,Credit Card,2023-08-04,7/25/2020,2020-08-21,2022-11-09,Lease agreement for House in IL for 27 months. Condition: Poor.,27
446,1907,15,101,1292,700.0,0.1,1540.0,Cash,2024-11-25,2/4/2024,2024-02-14,2025-12-05,Lease agreement for Studio in IL for 22 months. Condition: Fair.,22
447,1229,1688,240,1409,3650.0,0.1,6935.0,Cash,2024-01-18,9/17/2023,2023-09-23,2025-04-15,Lease agreement for Office in CA for 19 months. Condition: Good.,19
448,2773,1369,44,1363,6320.0,0.05,3160.0,Cash,2024-11-08,1/9/2024,2024-02-06,2024-12-02,Lease agreement for Office in CA for 10 months. Condition: Fair.,10
449,2986,1018,113,1446,1040.0,0.05,520.0,Credit Card,2024-09-16,8/30/2024,2024-09-27,2025-07-24,Lease agreement for Studio in IL for 10 months. Condition: Fair.,10
450,1043,1787,157,636,3870.0,0.05,5418.0,Credit Card,2024-09-17,8/10/2023,2023-08-19,2025-12-06,Lease agreement for House in TX for 28 months. Condition: Good.,28
451,1716,677,140,947,1400.0,0.1,2660.0,Cash,2024-12-23,12/14/2024,2024-12-27,2026-07-20,Lease agreement for Office in IL for 19 months. Condition: Fair.,19
452,2825,600,121,1226,8450.0,0.1,5915.0,Bank Transfer,2024-09-29,7/25/2023,2023-08-12,2024-03-09,Lease agreement for Villa in IL for 7 months. Condition: Fair.,7
453,1854,857,62,895,2560.0,0.05,768.0,Cash,2021-12-23,11/3/2021,2021-11-15,2022-05-14,Lease agreement for Office in TX for 6 months. Condition: Poor.,6
454,1356,2007,85,541,14870.0,0.05,18587.5,Credit Card,2020-10-06,8/19/2020,2020-08-26,2022-09-15,Lease agreement for Villa in NY for 25 months. Condition: Good.,25
455,2428,1532,147,1241,15080.0,0.1,15080.0,Cash,2024-09-10,9/13/2021,2021-10-02,2022-07-29,Lease agreement for Villa in CA for 10 months. Condition: Good.,10
456,1197,120,108,1330,2400.0,0.05,3840.0,Cash,2023-09-16,4/19/2022,2022-04-28,2024-12-13,Lease agreement for House in TX for 32 months. Condition: Fair.,32
457,2645,1122,82,731,5250.0,0.05,6562.5,Cash,2024-03-01,10/24/2023,2023-10-26,2025-11-14,Lease agreement for Office in CA for 25 months. Condition: Good.,25
458,1815,1144,120,1345,1740.0,0.1,6090.0,Bank Transfer,2023-08-07,7/3/2023,2023-07-30,2026-06-14,Lease agreement for Studio in TX for 35 months. Condition: Good.,35
459,2030,1359,16,598,2160.0,0.1,6912.0,Bank Transfer,2024-12-30,12/29/2024,2025-01-12,2027-08-30,Lease agreement for Office in FL for 32 months. Condition: Good.,32
460,1091,557,215,1557,15480.0,0.05,13932.0,Bank Transfer,2023-08-05,12/25/2022,2023-01-09,2024-07-02,Lease agreement for Villa in CA for 18 months. Condition: Good.,18
461,1368,1706,188,182,2690.0,0.05,2152.0,Bank Transfer,2024-11-30,9/2/2024,2024-09-15,2026-01-08,Lease agreement for Apartment in CA for 16 months. Condition: Fair.,16
462,2571,1957,73,259,6620.0,0.1,15888.0,Credit Card,2024-12-28,9/12/2024,2024-09-23,2026-09-13,Lease agreement for House in NY for 24 months. Condition: Good.,24
463,716,1374,104,1700,1980.0,0.1,2574.0,Credit Card,2024-07-06,2/10/2024,2024-03-03,2025-03-28,Lease agreement for Studio in CA for 13 months. Condition: Good.,13
464,1979,1556,14,1649,5990.0,0.05,8386.0,Bank Transfer,2024-08-24,7/2/2024,2024-07-04,2026-10-22,Lease agreement for House in NY for 28 months. Condition: Fair.,28
465,2736,78,3,1444,1640.0,0.1,2460.0,Credit Card,2023-04-18,3/4/2023,2023-03-25,2024-06-17,Lease agreement for Studio in CA for 15 months. Condition: Good.,15
466,2859,605,214,351,3060.0,0.1,3060.0,Cash,2024-12-14,11/2/2024,2024-11-10,2025-09-06,Lease agreement for Apartment in TX for 10 months. Condition: Good.,10
467,2301,90,81,719,6910.0,0.05,12438.0,Credit Card,2020-11-26,9/26/2020,2020-10-09,2023-09-24,Lease agreement for House in CA for 36 months. Condition: Good.,36
468,1745,83,144,1035,11160.0,0.1,36828.0,Cash,2024-07-22,3/19/2024,2024-03-26,2026-12-11,Lease agreement for Villa in NY for 33 months. Condition: Good.,33
469,85,1866,52,419,12450.0,0.1,43575.0,Cash,2024-11-27,11/22/2024,2024-12-19,2027-11-04,Lease agreement for Villa in FL for 35 months. Condition: Good.,35
470,67,618,81,1662,9900.0,0.1,16830.0,Cash,2023-04-30,2/4/2023,2023-02-11,2024-07-05,Lease agreement for Villa in NY for 17 months. Condition: Good.,17
471,550,96,48,929,13230.0,0.1,43659.0,Credit Card,2021-11-11,6/13/2021,2021-06-16,2024-03-02,Lease agreement for Villa in CA for 33 months. Condition: Good.,33
472,1639,1514,95,752,6080.0,0.05,3040.0,Credit Card,2023-05-07,1/8/2023,2023-01-27,2023-11-23,Lease agreement for House in NY for 10 months. Condition: Good.,10
473,2121,1276,160,506,7960.0,0.05,12736.0,Cash,2023-12-06,7/30/2023,2023-08-12,2026-03-29,Lease agreement for Villa in TX for 32 months. Condition: Good.,32
474,289,899,2,370,1620.0,0.05,891.0,Credit Card,2024-11-30,11/14/2024,2024-11-20,2025-10-16,Lease agreement for Studio in TX for 11 months. Condition: Good.,11
475,694,364,16,560,2560.0,0.1,1536.0,Credit Card,2023-11-18,8/13/2023,2023-09-12,2024-03-10,Lease agreement for Studio in CA for 6 months. Condition: Good.,6
476,2993,322,13,195,11360.0,0.05,14200.0,Credit Card,2024-01-22,12/16/2022,2022-12-18,2025-01-06,Lease agreement for Villa in FL for 25 months. Condition: Good.,25
477,1820,1379,144,1285,1420.0,0.05,1704.0,Bank Transfer,2022-07-26,6/9/2022,2022-06-10,2024-05-30,Lease agreement for Studio in NY for 24 months. Condition: Fair.,24
478,1090,1025,184,376,3480.0,0.05,3828.0,Cash,2024-05-24,5/12/2024,2024-05-17,2026-03-08,Lease agreement for Office in IL for 22 months. Condition: Fair.,22
479,2638,633,205,948,3480.0,0.05,5916.0,Bank Transfer,2023-07-02,7/30/2022,2022-08-07,2025-05-23,Lease agreement for Office in FL for 34 months. Condition: Poor.,34
480,1416,589,4,919,1150.0,0.05,1437.5,Cash,2024-08-03,6/2/2024,2024-06-19,2026-07-09,Lease agreement for Studio in IL for 25 months. Condition: Good.,25
481,2985,56,67,1575,2560.0,0.1,3328.0,Bank Transfer,2024-04-14,3/14/2023,2023-03-26,2024-04-19,Lease agreement for Apartment in CA for 13 months. Condition: Fair.,13
482,1234,1312,90,1284,3070.0,0.1,3684.0,Cash,2024-12-30,12/28/2024,2025-01-03,2025-12-29,Lease agreement for Apartment in NY for 12 months. Condition: Fair.,12
483,12,138,167,484,3700.0,0.1,5920.0,Cash,2024-12-15,12/10/2024,2025-01-03,2026-04-28,Lease agreement for Apartment in NY for 16 months. Condition: Poor.,16
484,232,1024,181,1034,3760.0,0.05,2632.0,Cash,2024-12-30,12/23/2024,2024-12-25,2026-02-18,Lease agreement for Office in TX for 14 months. Condition: Fair.,14
485,1678,166,104,136,1610.0,0.1,4830.0,Bank Transfer,2024-04-04,2/15/2024,2024-02-17,2026-08-05,Lease agreement for Studio in NY for 30 months. Condition: Fair.,30
486,2575,651,81,234,1610.0,0.05,2012.5,Bank Transfer,2023-12-24,7/25/2023,2023-08-03,2025-08-22,Lease agreement for Studio in IL for 25 months. Condition: Fair.,25
487,1899,1739,226,902,8190.0,0.05,7780.5,Bank Transfer,2024-09-17,5/3/2024,2024-05-17,2025-12-08,Lease agreement for Villa in FL for 19 months. Condition: Good.,19
488,2265,1186,162,1578,3330.0,0.1,3663.0,Bank Transfer,2023-12-24,9/5/2022,2022-09-20,2023-08-16,Lease agreement for Apartment in FL for 11 months. Condition: Good.,11
