visit_id,client_id,property_id,agent_id,visit_date,visit_purpose
V009392,1277,481,52,12/19/2020,Initial Interest
V002713,2035,1423,24,12/19/2020,Negotiation
V000438,599,1230,192,12/20/2020,First Viewing
V009804,1642,1264,192,12/20/2020,Initial Interest
V011447,1368,598,86,12/20/2020,Browsing
V009805,1642,1264,192,12/20/2020,Just Checking
V011446,1368,598,86,12/20/2020,Price Inquiry
V000439,599,1230,192,12/21/2020,Negotiation
V011947,425,273,24,12/21/2020,Area Comparison
V011946,425,273,24,12/21/2020,Area Comparison
V013517,186,2844,43,12/21/2020,Just Checking
V010266,1835,2712,100,12/21/2020,Price Inquiry
V011454,1638,2478,235,12/21/2020,Just Checking
V011618,1312,1604,188,12/21/2020,Price Inquiry
V010267,1835,2712,100,12/21/2020,Initial Interest
V016190,525,1348,210,12/21/2020,Area Comparison
V016191,525,1348,210,12/21/2020,Just Checking
V011619,1312,1604,188,12/21/2020,Just Checking
V013516,186,2844,43,12/21/2020,Initial Interest
V011455,1638,2478,235,12/21/2020,Price Inquiry
V014427,383,651,193,12/22/2020,Area Comparison
V014900,1721,34,140,12/22/2020,Initial Interest
V014901,1721,34,140,12/22/2020,Area Comparison
V014426,383,651,193,12/22/2020,Initial Interest
V002823,473,1930,210,12/23/2020,Negotiation
V013422,823,557,12,12/24/2020,Price Inquiry
V014802,1414,1073,184,12/24/2020,Just Checking
V014391,781,817,111,12/24/2020,Browsing
V014390,781,817,111,12/24/2020,Price Inquiry
V012829,78,1438,180,12/24/2020,Area Comparison
V014803,1414,1073,184,12/24/2020,Just Checking
V013423,823,557,12,12/24/2020,Initial Interest
V012828,78,1438,180,12/24/2020,Area Comparison
V013624,1345,2457,52,12/25/2020,Initial Interest
V013625,1345,2457,52,12/25/2020,Area Comparison
V014501,121,1796,30,12/25/2020,Browsing
V014500,121,1796,30,12/25/2020,Price Inquiry
V011015,1740,1043,177,12/26/2020,Initial Interest
V001063,1683,1435,51,12/26/2020,First Viewing
V011014,1740,1043,177,12/26/2020,Price Inquiry
V009509,1973,1081,108,12/27/2020,Price Inquiry
V009508,1973,1081,108,12/27/2020,Price Inquiry
V013621,99,1437,209,12/27/2020,Area Comparison
V013620,99,1437,209,12/27/2020,Price Inquiry
V010520,987,1425,69,12/28/2020,Browsing
V010521,987,1425,69,12/28/2020,Just Checking
V016068,1188,2785,222,12/28/2020,Price Inquiry
V016069,1188,2785,222,12/28/2020,Price Inquiry
V010921,775,1935,96,12/28/2020,Area Comparison
V010920,775,1935,96,12/28/2020,Just Checking
V010498,1749,228,225,12/29/2020,Just Checking
V013230,823,1877,127,12/29/2020,Browsing
V013231,823,1877,127,12/29/2020,Area Comparison
V012034,144,528,81,12/29/2020,Browsing
V010499,1749,228,225,12/29/2020,Price Inquiry
V001476,1872,755,228,12/29/2020,Final Check
V012035,144,528,81,12/29/2020,Price Inquiry
V013035,1361,397,210,12/30/2020,Browsing
V013969,1024,2633,82,12/30/2020,Initial Interest
V011762,799,1432,140,12/30/2020,Area Comparison
V011763,799,1432,140,12/30/2020,Just Checking
V008338,348,1407,2,12/30/2020,Negotiation
V013968,1024,2633,82,12/30/2020,Browsing
V013034,1361,397,210,12/30/2020,Price Inquiry
V016074,735,2215,27,12/31/2020,Just Checking
V015092,442,3,167,12/31/2020,Price Inquiry
V013493,1935,1731,4,12/31/2020,Initial Interest
V013492,1935,1731,4,12/31/2020,Initial Interest
V015093,442,3,167,12/31/2020,Initial Interest
V011769,42,347,128,12/31/2020,Initial Interest
V016075,735,2215,27,12/31/2020,Price Inquiry
V011768,42,347,128,12/31/2020,Just Checking
V008339,348,1407,2,1/1/2021,Final Check
V008337,348,1407,2,1/1/2021,First Viewing
V009630,1592,2813,144,1/2/2021,Browsing
V002714,2035,1423,24,1/2/2021,Final Check
V009631,1592,2813,144,1/2/2021,Browsing
V011838,1344,702,117,1/2/2021,Area Comparison
V011839,1344,702,117,1/2/2021,Initial Interest
V010866,1260,1178,241,1/3/2021,Initial Interest
V011652,703,2100,212,1/3/2021,Browsing
V009017,414,2673,63,1/3/2021,Contract Discussion
V011653,703,2100,212,1/3/2021,Browsing
V010867,1260,1178,241,1/3/2021,Area Comparison
V005222,645,2564,203,1/3/2021,First Viewing
V012068,968,1890,149,1/4/2021,Initial Interest
V012069,968,1890,149,1/4/2021,Area Comparison
V015519,992,2330,236,1/5/2021,Browsing
V010072,820,1012,221,1/5/2021,Initial Interest
V010073,820,1012,221,1/5/2021,Price Inquiry
V011844,1212,1804,146,1/5/2021,Area Comparison
V003879,989,2672,6,1/5/2021,First Viewing
V013870,1373,1482,6,1/5/2021,Area Comparison
V015518,992,2330,236,1/5/2021,Area Comparison
V011845,1212,1804,146,1/5/2021,Initial Interest
V013871,1373,1482,6,1/5/2021,Area Comparison
V015511,892,1899,198,1/6/2021,Just Checking
V015350,1248,732,235,1/6/2021,Area Comparison
V015351,1248,732,235,1/6/2021,Price Inquiry
V015510,892,1899,198,1/6/2021,Just Checking
V013954,676,644,21,1/6/2021,Just Checking
V009999,307,1907,109,1/6/2021,Price Inquiry
V013955,676,644,21,1/6/2021,Browsing
V009998,307,1907,109,1/6/2021,Initial Interest
V005519,412,432,208,1/7/2021,Negotiation
V014708,826,700,77,1/7/2021,Initial Interest
V014709,826,700,77,1/7/2021,Browsing
V015498,391,2787,246,1/8/2021,Initial Interest
V011830,657,606,175,1/8/2021,Just Checking
V010817,281,1660,154,1/8/2021,Browsing
V010816,281,1660,154,1/8/2021,Just Checking
V015499,391,2787,246,1/8/2021,Just Checking
V011831,657,606,175,1/8/2021,Browsing
V002822,473,1930,210,1/8/2021,First Viewing
V005224,645,2564,203,1/8/2021,Final Check
V014793,1117,166,89,1/9/2021,Initial Interest
V015485,1624,2336,48,1/9/2021,Price Inquiry
V015484,1624,2336,48,1/9/2021,Price Inquiry
V014166,120,1084,237,1/9/2021,Initial Interest
V014792,1117,166,89,1/9/2021,Initial Interest
V014167,120,1084,237,1/9/2021,Just Checking
V011866,1233,1816,209,1/10/2021,Browsing
V015624,1879,2051,78,1/10/2021,Initial Interest
V015625,1879,2051,78,1/10/2021,Area Comparison
V012141,612,2867,39,1/10/2021,Price Inquiry
V011867,1233,1816,209,1/10/2021,Browsing
V010630,1222,277,153,1/10/2021,Just Checking
V012140,612,2867,39,1/10/2021,Price Inquiry
V010631,1222,277,153,1/10/2021,Price Inquiry
V003881,989,2672,6,1/11/2021,Final Check
V003880,989,2672,6,1/11/2021,Negotiation
V003172,248,739,91,1/11/2021,First Viewing
V010181,1267,2937,21,1/12/2021,Browsing
V010180,1267,2937,21,1/12/2021,Just Checking
V014192,1597,129,103,1/12/2021,Area Comparison
V013441,887,827,208,1/12/2021,Price Inquiry
V009409,1171,2099,30,1/12/2021,Initial Interest
V009408,1171,2099,30,1/12/2021,Browsing
V014193,1597,129,103,1/12/2021,Price Inquiry
V013440,887,827,208,1/12/2021,Initial Interest
V009016,414,2673,63,1/13/2021,Final Check
V011732,1383,1711,152,1/13/2021,Just Checking
V011733,1383,1711,152,1/13/2021,Just Checking
V009015,414,2673,63,1/13/2021,Negotiation
V010198,1934,1535,104,1/14/2021,Price Inquiry
V010199,1934,1535,104,1/14/2021,Just Checking
V011202,1350,2145,116,1/15/2021,Browsing
V009014,414,2673,63,1/15/2021,First Viewing
V013753,394,2530,221,1/15/2021,Area Comparison
V010768,1444,1459,212,1/15/2021,Price Inquiry
V010769,1444,1459,212,1/15/2021,Initial Interest
V002824,473,1930,210,1/15/2021,Final Check
V013091,614,478,77,1/15/2021,Price Inquiry
V008770,981,2219,208,1/15/2021,Negotiation
V013752,394,2530,221,1/15/2021,Area Comparison
V000431,171,1496,135,1/15/2021,Negotiation
V011203,1350,2145,116,1/15/2021,Area Comparison
V002712,2035,1423,24,1/15/2021,First Viewing
V013090,614,478,77,1/15/2021,Area Comparison
V015415,1021,1139,173,1/16/2021,Initial Interest
V015414,1021,1139,173,1/16/2021,Initial Interest
V008567,1337,234,45,1/16/2021,Final Check
V005223,645,2564,203,1/16/2021,Negotiation
V005518,412,432,208,1/17/2021,First Viewing
V001475,1872,755,228,1/18/2021,Negotiation
V007360,1147,2162,167,1/18/2021,Negotiation
V000432,171,1496,135,1/18/2021,Final Check
V011791,1505,2225,221,1/18/2021,Just Checking
V011790,1505,2225,221,1/18/2021,Just Checking
V013317,1869,1455,44,1/19/2021,Browsing
V013316,1869,1455,44,1/19/2021,Price Inquiry
V009818,1360,810,229,1/19/2021,Just Checking
V009819,1360,810,229,1/19/2021,Browsing
V009358,608,2452,4,1/20/2021,Just Checking
V014892,712,2404,175,1/20/2021,Price Inquiry
V009251,1201,1695,180,1/20/2021,Price Inquiry
V014893,712,2404,175,1/20/2021,Just Checking
V009250,1201,1695,180,1/20/2021,Price Inquiry
V009359,608,2452,4,1/20/2021,Just Checking
V002099,1976,2450,195,1/20/2021,Contract Discussion
V008267,781,1081,14,1/21/2021,Final Check
V013693,1768,2708,130,1/21/2021,Area Comparison
V013692,1768,2708,130,1/21/2021,Price Inquiry
V009126,662,1921,139,1/22/2021,Area Comparison
V009127,662,1921,139,1/22/2021,Price Inquiry
V014029,259,1621,46,1/22/2021,Price Inquiry
V014028,259,1621,46,1/22/2021,Price Inquiry
V011299,1651,1540,108,1/22/2021,Browsing
V011298,1651,1540,108,1/22/2021,Price Inquiry
V016194,1385,2850,96,1/23/2021,Just Checking
V014639,259,441,203,1/23/2021,Just Checking
V016195,1385,2850,96,1/23/2021,Just Checking
V014638,259,441,203,1/23/2021,Initial Interest
V014443,1589,1712,112,1/25/2021,Initial Interest
V007189,1029,2584,28,1/25/2021,Contract Discussion
V011119,654,2828,48,1/25/2021,Just Checking
V007359,1147,2162,167,1/25/2021,First Viewing
V014442,1589,1712,112,1/25/2021,Just Checking
V008771,981,2219,208,1/25/2021,Final Check
V011118,654,2828,48,1/25/2021,Area Comparison
V014711,697,2189,154,1/26/2021,Area Comparison
V000918,353,238,99,1/26/2021,Negotiation
V003175,248,739,91,1/26/2021,Contract Discussion
V013929,1921,1902,26,1/26/2021,Area Comparison
V013010,454,2191,132,1/26/2021,Browsing
V013011,454,2191,132,1/26/2021,Area Comparison
V013928,1921,1902,26,1/26/2021,Browsing
V014710,697,2189,154,1/26/2021,Just Checking
V000430,171,1496,135,1/26/2021,First Viewing
V002098,1976,2450,195,1/26/2021,Final Check
V003882,989,2672,6,1/26/2021,Contract Discussion
V014749,552,1305,2,1/27/2021,Area Comparison
V003348,22,1508,135,1/27/2021,First Viewing
V003885,983,241,211,1/27/2021,Final Check
V003173,248,739,91,1/27/2021,Negotiation
V014748,552,1305,2,1/27/2021,Area Comparison
V007187,1029,2584,28,1/28/2021,Negotiation
V015430,1394,427,2,1/28/2021,Price Inquiry
V015431,1394,427,2,1/28/2021,Initial Interest
V007155,376,2261,12,1/28/2021,First Viewing
V002097,1976,2450,195,1/29/2021,Negotiation
V013706,1108,210,217,1/30/2021,Just Checking
V011381,1920,2777,47,1/30/2021,Price Inquiry
V013707,1108,210,217,1/30/2021,Just Checking
V011380,1920,2777,47,1/30/2021,Area Comparison
V008769,981,2219,208,1/30/2021,First Viewing
V006466,1660,1028,82,1/30/2021,Negotiation
V013518,1975,1714,53,1/31/2021,Price Inquiry
V003350,22,1508,135,1/31/2021,Final Check
V001550,316,744,154,1/31/2021,Negotiation
V015389,1104,731,127,1/31/2021,Browsing
V013946,1333,1223,82,1/31/2021,Price Inquiry
V015388,1104,731,127,1/31/2021,Browsing
V013519,1975,1714,53,1/31/2021,Initial Interest
V013947,1333,1223,82,1/31/2021,Initial Interest
V012893,548,787,190,1/31/2021,Initial Interest
V012892,548,787,190,1/31/2021,Browsing
V015555,1252,2377,194,2/1/2021,Just Checking
V005866,142,794,73,2/1/2021,First Viewing
V015554,1252,2377,194,2/1/2021,Area Comparison
V008565,1337,234,45,2/2/2021,First Viewing
V008266,781,1081,14,2/2/2021,Negotiation
V006465,1660,1028,82,2/2/2021,First Viewing
V003886,983,241,211,2/2/2021,Contract Discussion
V009926,227,1885,161,2/2/2021,Price Inquiry
V009927,227,1885,161,2/2/2021,Price Inquiry
V003174,248,739,91,2/2/2021,Final Check
V014227,1319,527,51,2/3/2021,Just Checking
V012618,1252,2571,225,2/3/2021,Initial Interest
V014226,1319,527,51,2/3/2021,Just Checking
V012619,1252,2571,225,2/3/2021,Area Comparison
V009541,123,2625,188,2/3/2021,Browsing
V014972,960,2455,18,2/3/2021,Just Checking
V014973,960,2455,18,2/3/2021,Price Inquiry
V009540,123,2625,188,2/3/2021,Browsing
V008566,1337,234,45,2/4/2021,Negotiation
V001549,316,744,154,2/5/2021,First Viewing
V013315,1357,1080,19,2/5/2021,Initial Interest
V013314,1357,1080,19,2/5/2021,Price Inquiry
V004481,194,2178,34,2/5/2021,Contract Discussion
V011686,361,1615,192,2/5/2021,Browsing
V007186,1029,2584,28,2/5/2021,First Viewing
V011687,361,1615,192,2/5/2021,Browsing
V007188,1029,2584,28,2/6/2021,Final Check
V001914,696,110,198,2/6/2021,Contract Discussion
V014244,1455,2503,160,2/7/2021,Area Comparison
V007157,376,2261,12,2/7/2021,Final Check
V009389,372,2709,218,2/7/2021,Area Comparison
V002096,1976,2450,195,2/7/2021,First Viewing
V009388,372,2709,218,2/7/2021,Browsing
V014245,1455,2503,160,2/7/2021,Browsing
V009922,1383,754,93,2/8/2021,Browsing
V009967,243,272,227,2/8/2021,Just Checking
V005868,142,794,73,2/8/2021,Final Check
V009966,243,272,227,2/8/2021,Initial Interest
V009923,1383,754,93,2/8/2021,Price Inquiry
V003351,22,1508,135,2/8/2021,Contract Discussion
V001912,696,110,198,2/8/2021,Negotiation
V006851,572,2232,82,2/9/2021,Negotiation
V010397,2060,194,155,2/9/2021,Area Comparison
V010396,2060,194,155,2/9/2021,Just Checking
V013179,762,2489,167,2/9/2021,Browsing
V013178,762,2489,167,2/9/2021,Price Inquiry
V009404,749,2744,14,2/9/2021,Browsing
V009405,749,2744,14,2/9/2021,Area Comparison
V004279,1894,353,54,2/9/2021,Negotiation
V009525,900,1892,117,2/10/2021,Browsing
V002670,838,494,207,2/10/2021,First Viewing
V009524,900,1892,117,2/10/2021,Initial Interest
V008568,1337,234,45,2/10/2021,Contract Discussion
V006850,572,2232,82,2/10/2021,First Viewing
V009690,1081,2274,46,2/12/2021,Just Checking
V009691,1081,2274,46,2/12/2021,Browsing
V001799,830,428,235,2/13/2021,Negotiation
V004278,1894,353,54,2/13/2021,First Viewing
V000353,273,713,249,2/13/2021,First Viewing
V013718,1780,2023,64,2/13/2021,Price Inquiry
V005374,722,2793,14,2/13/2021,Final Check
V005375,722,2793,14,2/13/2021,Contract Discussion
V000356,273,713,249,2/13/2021,Contract Discussion
V013719,1780,2023,64,2/13/2021,Browsing
V000919,353,238,99,2/14/2021,Final Check
V008807,1719,34,62,2/15/2021,Final Check
V009413,508,2986,125,2/15/2021,Initial Interest
V009412,508,2986,125,2/15/2021,Initial Interest
V003349,22,1508,135,2/15/2021,Negotiation
V003325,1442,640,190,2/15/2021,First Viewing
V007158,376,2261,12,2/15/2021,Contract Discussion
V014505,713,1204,124,2/15/2021,Just Checking
V014504,713,1204,124,2/15/2021,Just Checking
V000917,353,238,99,2/15/2021,First Viewing
V015859,1445,2936,218,2/16/2021,Initial Interest
V007156,376,2261,12,2/16/2021,Negotiation
V012378,599,654,136,2/16/2021,Initial Interest
V015858,1445,2936,218,2/16/2021,Area Comparison
V012379,599,654,136,2/16/2021,Area Comparison
V002671,838,494,207,2/16/2021,Negotiation
V004782,1552,2518,153,2/17/2021,First Viewing
V012990,625,247,51,2/17/2021,Browsing
V012991,625,247,51,2/17/2021,Initial Interest
V005867,142,794,73,2/17/2021,Negotiation
V003326,1442,640,190,2/17/2021,Negotiation
V008265,781,1081,14,2/17/2021,First Viewing
V002672,838,494,207,2/18/2021,Final Check
V009279,852,1022,30,2/18/2021,Initial Interest
V009278,852,1022,30,2/18/2021,Area Comparison
V012894,194,2030,85,2/18/2021,Browsing
V001798,830,428,235,2/18/2021,First Viewing
V012895,194,2030,85,2/18/2021,Just Checking
V009808,436,457,249,2/19/2021,Browsing
V012774,6,2520,221,2/19/2021,Price Inquiry
V000864,322,2679,61,2/19/2021,Negotiation
V009809,436,457,249,2/19/2021,Area Comparison
V011864,1717,1934,227,2/19/2021,Just Checking
V012775,6,2520,221,2/19/2021,Price Inquiry
V011865,1717,1934,227,2/19/2021,Initial Interest
V005372,722,2793,14,2/19/2021,First Viewing
V015695,721,150,28,2/20/2021,Area Comparison
V000865,322,2679,61,2/20/2021,Final Check
V009964,1087,2588,113,2/20/2021,Just Checking
V009965,1087,2588,113,2/20/2021,Initial Interest
V015694,721,150,28,2/20/2021,Just Checking
V006852,572,2232,82,2/20/2021,Final Check
V011528,1626,1087,197,2/21/2021,Area Comparison
V001800,830,428,235,2/21/2021,Final Check
V000354,273,713,249,2/21/2021,Negotiation
V006025,783,807,46,2/21/2021,First Viewing
V011529,1626,1087,197,2/21/2021,Area Comparison
V009139,550,829,134,2/21/2021,Browsing
V003283,1421,1195,210,2/21/2021,Negotiation
V009138,550,829,134,2/21/2021,Just Checking
V008806,1719,34,62,2/22/2021,Negotiation
V005373,722,2793,14,2/22/2021,Negotiation
V010132,515,117,109,2/22/2021,Price Inquiry
V014459,753,941,14,2/22/2021,Browsing
V013055,2048,118,19,2/22/2021,Area Comparison
V013054,2048,118,19,2/22/2021,Area Comparison
V010133,515,117,109,2/22/2021,Browsing
V014458,753,941,14,2/22/2021,Area Comparison
V000863,322,2679,61,2/23/2021,First Viewing
V009581,1124,949,237,2/23/2021,Price Inquiry
V001444,1709,904,126,2/23/2021,First Viewing
V003884,983,241,211,2/23/2021,Negotiation
V009580,1124,949,237,2/23/2021,Area Comparison
V009365,615,2348,62,2/24/2021,Initial Interest
V012147,808,1750,162,2/24/2021,Price Inquiry
V012146,808,1750,162,2/24/2021,Just Checking
V009364,615,2348,62,2/24/2021,Initial Interest
V014910,1992,532,236,2/25/2021,Price Inquiry
V014911,1992,532,236,2/25/2021,Just Checking
V009391,412,717,240,2/25/2021,Browsing
V009390,412,717,240,2/25/2021,Browsing
V006027,783,807,46,2/26/2021,Final Check
V009629,89,870,230,2/26/2021,Initial Interest
V009628,89,870,230,2/26/2021,Area Comparison
V003827,405,1136,196,2/27/2021,Negotiation
V008805,1719,34,62,2/27/2021,First Viewing
V001445,1709,904,126,2/28/2021,Negotiation
V012040,1685,1947,185,3/1/2021,Area Comparison
V004480,194,2178,34,3/1/2021,Final Check
V003883,983,241,211,3/1/2021,First Viewing
V013164,1176,1516,57,3/1/2021,Area Comparison
V015699,517,1989,205,3/1/2021,Just Checking
V015605,128,2162,129,3/1/2021,Initial Interest
V003849,939,1827,225,3/1/2021,Final Check
V015604,128,2162,129,3/1/2021,Area Comparison
V010910,1572,2758,209,3/1/2021,Area Comparison
V010911,1572,2758,209,3/1/2021,Browsing
V003829,405,1136,196,3/1/2021,Contract Discussion
V015698,517,1989,205,3/1/2021,Browsing
V012041,1685,1947,185,3/1/2021,Initial Interest
V006026,783,807,46,3/1/2021,Negotiation
V013165,1176,1516,57,3/1/2021,Browsing
V014776,1622,338,92,3/1/2021,Area Comparison
V014777,1622,338,92,3/1/2021,Price Inquiry
V011941,932,1136,141,3/2/2021,Just Checking
V011940,932,1136,141,3/2/2021,Price Inquiry
V009806,1301,2529,154,3/3/2021,Area Comparison
V014464,1476,2965,209,3/3/2021,Area Comparison
V014465,1476,2965,209,3/3/2021,Initial Interest
V000355,273,713,249,3/3/2021,Final Check
V009096,1603,1490,245,3/3/2021,Browsing
V009084,1555,351,44,3/3/2021,Browsing
V000367,1624,160,111,3/3/2021,Final Check
V009097,1603,1490,245,3/3/2021,Browsing
V009085,1555,351,44,3/3/2021,Browsing
V009807,1301,2529,154,3/3/2021,Area Comparison
V003284,1421,1195,210,3/3/2021,Final Check
V010777,299,1778,189,3/4/2021,Price Inquiry
V010776,299,1778,189,3/4/2021,Browsing
V011316,768,2811,247,3/4/2021,Browsing
V014621,1091,118,74,3/4/2021,Area Comparison
V014620,1091,118,74,3/4/2021,Area Comparison
V011317,768,2811,247,3/4/2021,Just Checking
V012838,2055,160,51,3/4/2021,Initial Interest
V012839,2055,160,51,3/4/2021,Price Inquiry
V013387,1276,1913,1,3/4/2021,Price Inquiry
V013386,1276,1913,1,3/4/2021,Initial Interest
V004478,194,2178,34,3/5/2021,First Viewing
V010423,167,311,62,3/6/2021,Initial Interest
V011538,1076,629,11,3/6/2021,Browsing
V011539,1076,629,11,3/6/2021,Area Comparison
V010422,167,311,62,3/6/2021,Initial Interest
V001913,696,110,198,3/6/2021,Final Check
V003285,1421,1195,210,3/6/2021,Contract Discussion
V013087,839,493,187,3/6/2021,Area Comparison
V013086,839,493,187,3/6/2021,Initial Interest
V013550,1817,1538,1,3/7/2021,Just Checking
V005959,594,2220,96,3/7/2021,Negotiation
V012385,1620,1724,109,3/7/2021,Initial Interest
V011919,1997,578,49,3/7/2021,Initial Interest
V011918,1997,578,49,3/7/2021,Just Checking
V003282,1421,1195,210,3/7/2021,First Viewing
V016133,1010,1935,191,3/7/2021,Just Checking
V013551,1817,1538,1,3/7/2021,Area Comparison
V012384,1620,1724,109,3/7/2021,Just Checking
V016132,1010,1935,191,3/7/2021,Area Comparison
V014797,1733,2882,219,3/8/2021,Just Checking
V014796,1733,2882,219,3/8/2021,Price Inquiry
V000042,501,448,29,3/8/2021,Negotiation
V010641,1153,470,60,3/9/2021,Just Checking
V013392,850,2201,2,3/9/2021,Just Checking
V010640,1153,470,60,3/9/2021,Browsing
V013393,850,2201,2,3/9/2021,Area Comparison
V003847,939,1827,225,3/9/2021,First Viewing
V015345,1888,2815,138,3/10/2021,Initial Interest
V005958,594,2220,96,3/10/2021,First Viewing
V015344,1888,2815,138,3/10/2021,Price Inquiry
V012900,605,967,123,3/11/2021,Initial Interest
V012901,605,967,123,3/11/2021,Initial Interest
V005960,594,2220,96,3/12/2021,Final Check
V000041,501,448,29,3/13/2021,First Viewing
V003848,939,1827,225,3/13/2021,Negotiation
V011916,682,2991,108,3/15/2021,Initial Interest
V011917,682,2991,108,3/15/2021,Browsing
V011283,1135,2253,173,3/15/2021,Browsing
V009855,686,996,13,3/15/2021,Price Inquiry
V014350,1940,818,7,3/15/2021,Price Inquiry
V011282,1135,2253,173,3/15/2021,Initial Interest
V009854,686,996,13,3/15/2021,Price Inquiry
V014351,1940,818,7,3/15/2021,Browsing
V004785,1552,2518,153,3/16/2021,Contract Discussion
V004735,364,223,47,3/16/2021,Negotiation
V013995,2001,2077,205,3/16/2021,Just Checking
V013256,1544,882,62,3/16/2021,Area Comparison
V009841,27,793,57,3/16/2021,Browsing
V009840,27,793,57,3/16/2021,Area Comparison
V015917,58,1964,29,3/16/2021,Price Inquiry
V013994,2001,2077,205,3/16/2021,Initial Interest
V013257,1544,882,62,3/16/2021,Just Checking
V015916,58,1964,29,3/16/2021,Initial Interest
V015288,1474,1032,60,3/17/2021,Just Checking
V015289,1474,1032,60,3/17/2021,Just Checking
V004783,1552,2518,153,3/17/2021,Negotiation
V014820,552,2608,207,3/17/2021,Browsing
V014821,552,2608,207,3/17/2021,Price Inquiry
V012694,1718,1243,89,3/18/2021,Just Checking
V003828,405,1136,196,3/18/2021,Final Check
V015268,98,2375,231,3/18/2021,Initial Interest
V012695,1718,1243,89,3/18/2021,Area Comparison
V015269,98,2375,231,3/18/2021,Price Inquiry
V013502,1045,256,153,3/19/2021,Browsing
V013503,1045,256,153,3/19/2021,Browsing
V010023,1276,1341,45,3/19/2021,Browsing
V001428,1012,2854,245,3/19/2021,First Viewing
V010022,1276,1341,45,3/19/2021,Initial Interest
V012583,438,1531,128,3/20/2021,Price Inquiry
V012582,438,1531,128,3/20/2021,Price Inquiry
V012167,2055,2060,42,3/21/2021,Price Inquiry
V014814,573,2493,27,3/21/2021,Just Checking
V012830,169,2959,84,3/21/2021,Area Comparison
V002664,1821,1606,221,3/21/2021,Negotiation
V012831,169,2959,84,3/21/2021,Browsing
V001429,1012,2854,245,3/21/2021,Negotiation
V012166,2055,2060,42,3/21/2021,Just Checking
V014815,573,2493,27,3/21/2021,Browsing
V011365,2045,184,236,3/22/2021,Browsing
V011364,2045,184,236,3/22/2021,Initial Interest
V012765,344,915,140,3/22/2021,Just Checking
V012764,344,915,140,3/22/2021,Area Comparison
V012557,1484,1525,37,3/22/2021,Price Inquiry
V012556,1484,1525,37,3/22/2021,Initial Interest
V014466,463,2067,132,3/23/2021,Just Checking
V000839,802,2091,49,3/23/2021,First Viewing
V014467,463,2067,132,3/23/2021,Initial Interest
V011281,840,1171,144,3/24/2021,Price Inquiry
V011280,840,1171,144,3/24/2021,Price Inquiry
V014828,290,2281,57,3/24/2021,Browsing
V013966,58,2366,42,3/24/2021,Just Checking
V013967,58,2366,42,3/24/2021,Price Inquiry
V014829,290,2281,57,3/24/2021,Just Checking
V011825,1901,387,113,3/25/2021,Browsing
V004479,194,2178,34,3/25/2021,Negotiation
V011824,1901,387,113,3/25/2021,Price Inquiry
V000043,501,448,29,3/25/2021,Final Check
V007220,78,911,185,3/25/2021,Negotiation
V012219,2010,1445,42,3/26/2021,Area Comparison
V012218,2010,1445,42,3/26/2021,Just Checking
V013639,753,2878,185,3/27/2021,Just Checking
V015617,1105,430,176,3/27/2021,Price Inquiry
V009709,1670,783,102,3/27/2021,Browsing
V015616,1105,430,176,3/27/2021,Just Checking
V002663,1821,1606,221,3/27/2021,First Viewing
V009708,1670,783,102,3/27/2021,Price Inquiry
V013638,753,2878,185,3/27/2021,Just Checking
V015739,1724,742,90,3/27/2021,Price Inquiry
V015738,1724,742,90,3/27/2021,Browsing
V008381,1672,2511,194,3/27/2021,Negotiation
V013310,1529,129,23,3/28/2021,Just Checking
V009941,1379,236,127,3/28/2021,Area Comparison
V013311,1529,129,23,3/28/2021,Browsing
V015130,655,62,3,3/28/2021,Price Inquiry
V000840,802,2091,49,3/28/2021,Negotiation
V015131,655,62,3,3/28/2021,Area Comparison
V000842,802,2091,49,3/28/2021,Contract Discussion
V001911,696,110,198,3/28/2021,First Viewing
V009940,1379,236,127,3/28/2021,Area Comparison
V000365,1624,160,111,3/28/2021,First Viewing
V013573,135,2496,46,3/29/2021,Browsing
V013572,135,2496,46,3/29/2021,Initial Interest
V004784,1552,2518,153,3/30/2021,Final Check
V006708,628,1567,46,3/30/2021,First Viewing
V016065,204,1080,111,3/30/2021,Browsing
V016064,204,1080,111,3/30/2021,Initial Interest
V003826,405,1136,196,3/30/2021,First Viewing
V010454,1295,556,132,3/31/2021,Area Comparison
V010455,1295,556,132,3/31/2021,Price Inquiry
V005006,62,2439,44,3/31/2021,First Viewing
V010946,187,1632,34,3/31/2021,Browsing
V009816,1210,2148,27,3/31/2021,Browsing
V010947,187,1632,34,3/31/2021,Price Inquiry
V009817,1210,2148,27,3/31/2021,Just Checking
V012142,1456,353,54,4/1/2021,Just Checking
V012143,1456,353,54,4/1/2021,Initial Interest
V016100,674,2460,6,4/2/2021,Area Comparison
V016101,674,2460,6,4/2/2021,Area Comparison
V015224,1755,286,53,4/3/2021,Area Comparison
V005438,196,2395,188,4/3/2021,Contract Discussion
V015225,1755,286,53,4/3/2021,Just Checking
V014671,1494,2236,219,4/4/2021,Area Comparison
V009696,1605,1835,167,4/4/2021,Area Comparison
V009697,1605,1835,167,4/4/2021,Initial Interest
V014670,1494,2236,219,4/4/2021,Price Inquiry
V009381,389,2621,81,4/5/2021,Price Inquiry
V009664,1333,1589,248,4/5/2021,Just Checking
V009380,389,2621,81,4/5/2021,Initial Interest
V006709,628,1567,46,4/5/2021,Negotiation
V000841,802,2091,49,4/5/2021,Final Check
